timestamp,datetime,low,high,open,close,volume,close-open,RG
1512428400,2017-12-05 00:00:00,9898.0,9898.02,9898.0,9898.02,6.521725149999993,0.020000000000436557,GREEN
1512429000,2017-12-05 00:10:00,9898.0,9899.0,9898.02,9899.0,8.40182079999999,0.9799999999995634,GREEN
1512429600,2017-12-05 00:20:00,9898.99,9899.99,9898.99,9899.99,5.218878199999993,1.0,GREEN
1512430200,2017-12-05 00:30:00,9899.98,9899.99,9899.99,9899.99,3.968859449999997,0.0,RED
1512430800,2017-12-05 00:40:00,9899.98,9900.0,9899.99,9900.0,5.864245769999993,0.010000000000218279,GREEN
1512431400,2017-12-05 00:50:00,9899.99,9935.0,9900.0,9934.99,13.921220829999989,34.98999999999978,GREEN
1512432000,2017-12-05 01:00:00,9934.99,9945.0,9934.99,9945.0,7.936175049999995,10.010000000000218,GREEN
1512432600,2017-12-05 01:10:00,9919.03,9947.0,9945.0,9922.92,9.441486869999993,-22.079999999999927,RED
1512433200,2017-12-05 01:20:00,9922.92,9944.62,9922.92,9944.62,3.1398214099999957,21.700000000000728,GREEN
1512433800,2017-12-05 01:30:00,9937.74,9944.62,9944.62,9938.88,2.09097084,-5.740000000001601,RED
1512434400,2017-12-05 01:40:00,9923.0,9940.0,9938.88,9937.2,4.644269129999997,-1.679999999998472,RED
1512435000,2017-12-05 01:50:00,9935.05,9945.0,9935.05,9945.0,1.2172756200000001,9.950000000000728,GREEN
1512435600,2017-12-05 02:00:00,9940.0,9944.99,9944.99,9940.0,1.736872880000001,-4.989999999999782,RED
1512436200,2017-12-05 02:10:00,9944.01,9944.02,9944.02,9944.02,1.6746769300000004,0.0,RED
1512436800,2017-12-05 02:20:00,9940.41,9944.03,9944.02,9940.41,1.4975111800000007,-3.610000000000582,RED
1512437400,2017-12-05 02:30:00,9936.1,9944.02,9940.39,9944.0,2.03045433,3.610000000000582,GREEN
1512438000,2017-12-05 02:40:00,9936.12,9941.06,9941.06,9940.0,0.55094131,-1.0599999999994907,RED
1512438600,2017-12-05 02:50:00,9938.0,9945.0,9939.99,9938.27,1.0156238900000003,-1.7199999999993452,RED
1512439200,2017-12-05 03:00:00,9938.02,9945.0,9938.02,9945.0,0.53243562,6.979999999999563,GREEN
1512439800,2017-12-05 03:10:00,9944.99,9946.12,9945.0,9946.12,1.0057073100000005,1.1200000000008004,GREEN
1512440400,2017-12-05 03:20:00,9946.11,9947.0,9946.12,9947.0,1.2597511000000003,0.8799999999991996,GREEN
1512441000,2017-12-05 03:30:00,9946.99,9949.0,9947.0,9949.0,3.905461649999999,2.0,GREEN
1512441600,2017-12-05 03:40:00,9947.01,9949.0,9948.99,9949.0,0.9350728099999999,0.010000000000218279,GREEN
1512442200,2017-12-05 03:50:00,9913.0,9949.0,9949.0,9915.82,5.027105089999999,-33.18000000000029,RED
1512442800,2017-12-05 04:00:00,9915.41,9925.65,9915.82,9925.64,2.52988835,9.819999999999709,GREEN
1512443400,2017-12-05 04:10:00,9924.92,9936.16,9925.63,9936.16,0.26165506000000005,10.530000000000655,GREEN
1512444000,2017-12-05 04:20:00,9923.96,9942.68,9940.92,9929.55,0.4272565900000001,-11.3700000000008,RED
1512444600,2017-12-05 04:30:00,9929.55,9942.68,9929.55,9942.68,0.55375869,13.130000000001019,GREEN
1512445200,2017-12-05 04:40:00,9935.6,9942.68,9942.68,9935.61,0.5619542100000001,-7.069999999999709,RED
1512445800,2017-12-05 04:50:00,9935.61,9949.98,9935.61,9949.98,0.59045348,14.369999999998981,GREEN
1512446400,2017-12-05 05:00:00,9935.6,9949.99,9949.98,9935.61,2.4676558799999992,-14.369999999998981,RED
1512447000,2017-12-05 05:10:00,9924.03,9943.18,9935.6,9943.18,1.1945694300000003,7.579999999999927,GREEN
1512447600,2017-12-05 05:20:00,9920.02,9938.45,9938.43,9920.02,1.3202901700000003,-18.409999999999854,RED
1512448200,2017-12-05 05:30:00,9911.99,9920.01,9920.01,9915.88,3.95404193,-4.130000000001019,RED
1512448800,2017-12-05 05:40:00,9915.36,9915.88,9915.88,9915.36,1.4964801200000004,-0.5199999999986176,RED
1512449400,2017-12-05 05:50:00,9899.99,9915.08,9915.08,9910.0,2.11820249,-5.079999999999927,RED
1512450000,2017-12-05 06:00:00,9900.89,9937.35,9909.99,9937.35,1.86258695,27.360000000000582,GREEN
1512450600,2017-12-05 06:10:00,9904.55,9937.35,9937.35,9904.55,1.41081338,-32.80000000000109,RED
1512451200,2017-12-05 06:20:00,9904.55,9915.0,9904.55,9915.0,2.6239871199999962,10.450000000000728,GREEN
1512451800,2017-12-05 06:30:00,9914.99,9919.0,9914.99,9918.99,3.2315849899999995,4.0,GREEN
1512452400,2017-12-05 06:40:00,9914.0,9919.0,9919.0,9914.01,2.3661595599999994,-4.989999999999782,RED
1512453000,2017-12-05 06:50:00,9908.03,9914.01,9914.01,9913.67,1.3317381200000007,-0.3400000000001455,RED
1512453600,2017-12-05 07:00:00,9908.9,9932.0,9913.67,9932.0,1.9512890800000007,18.329999999999927,GREEN
