timestamp,datetime,low,high,open,close,volume,close-open,RG
1512428400,2017-12-05 00:00:00,399.2,399.21,399.21,399.21,10.17265682,0.0,RED
1512429000,2017-12-05 00:10:00,399.2,399.21,399.21,399.21,137.24694293999997,0.0,RED
1512429600,2017-12-05 00:20:00,399.28,399.4,399.28,399.4,12.24868917,0.12000000000000455,GREEN
1512430200,2017-12-05 00:30:00,399.39,399.4,399.4,399.4,11.09218102,0.0,RED
1512430800,2017-12-05 00:40:00,399.4,399.42,399.4,399.42,3.7742448900000003,0.020000000000038654,GREEN
1512431400,2017-12-05 00:50:00,399.41,399.49,399.41,399.49,16.657307499999998,0.07999999999998408,GREEN
1512432000,2017-12-05 01:00:00,399.48,399.94,399.49,399.94,18.699762410000005,0.44999999999998863,GREEN
1512432600,2017-12-05 01:10:00,399.94,399.99,399.94,399.98,11.3869183,0.040000000000020464,GREEN
1512433200,2017-12-05 01:20:00,399.98,399.99,399.98,399.98,2.61098193,0.0,RED
1512433800,2017-12-05 01:30:00,399.98,399.99,399.99,399.99,2.30435759,0.0,RED
1512434400,2017-12-05 01:40:00,399.98,399.99,399.98,399.99,6.97697096,0.009999999999990905,GREEN
1512435000,2017-12-05 01:50:00,399.98,399.99,399.99,399.98,5.171560380000001,-0.009999999999990905,RED
1512435600,2017-12-05 02:00:00,399.99,400.0,399.99,399.99,5.672822930000001,0.0,RED
1512436200,2017-12-05 02:10:00,399.99,400.0,400.0,400.0,3.5670586100000006,0.0,RED
1512436800,2017-12-05 02:20:00,399.99,400.0,400.0,399.99,12.474451720000001,-0.009999999999990905,RED
1512437400,2017-12-05 02:30:00,399.99,400.0,399.99,400.0,0.6190325,0.009999999999990905,GREEN
1512438000,2017-12-05 02:40:00,400.0,400.0,400.0,400.0,0.00249376,0.0,RED
1512438600,2017-12-05 02:50:00,399.99,400.01,400.0,400.01,3.56132145,0.009999999999990905,GREEN
1512439200,2017-12-05 03:00:00,400.01,400.38,400.01,400.38,4.5097376,0.37000000000000455,GREEN
1512439800,2017-12-05 03:10:00,401.12,401.13,401.13,401.13,2.5443167300000002,0.0,RED
1512440400,2017-12-05 03:20:00,400.77,401.13,401.13,400.77,8.865474070000001,-0.36000000000001364,RED
1512441000,2017-12-05 03:30:00,400.68,400.69,400.69,400.68,2.40958501,-0.009999999999990905,RED
1512441600,2017-12-05 03:40:00,400.68,400.7,400.68,400.7,0.7158114299999999,0.01999999999998181,GREEN
1512442200,2017-12-05 03:50:00,399.99,400.5,400.5,399.99,0.80306674,-0.5099999999999909,RED
1512442800,2017-12-05 04:00:00,399.32,399.99,399.99,399.32,1.5217590399999998,-0.6700000000000159,RED
1512443400,2017-12-05 04:10:00,399.31,399.32,399.31,399.31,0.0371101,0.0,RED
1512444000,2017-12-05 04:20:00,399.3,399.31,399.3,399.31,1.69341881,0.009999999999990905,GREEN
1512444600,2017-12-05 04:30:00,399.3,399.31,399.3,399.3,1.70293594,0.0,RED
1512445200,2017-12-05 04:40:00,399.3,399.31,399.31,399.3,1.01683701,-0.009999999999990905,RED
1512445800,2017-12-05 04:50:00,399.31,399.31,399.31,399.31,7.72816685,0.0,RED
1512446400,2017-12-05 05:00:00,400.2,400.2,400.2,400.2,0.00249251,0.0,RED
1512447000,2017-12-05 05:10:00,399.51,400.05,400.05,399.51,0.24277904,-0.5400000000000205,RED
1512447600,2017-12-05 05:20:00,399.31,399.31,399.31,399.31,0.00249807,0.0,RED
1512448200,2017-12-05 05:30:00,399.3,399.31,399.31,399.3,5.068501980000001,-0.009999999999990905,RED
1512448800,2017-12-05 05:40:00,399.3,399.31,399.31,399.3,6.1134980699999995,-0.009999999999990905,RED
1512449400,2017-12-05 05:50:00,399.3,399.31,399.31,399.3,3.3087942,-0.009999999999990905,RED
1512450000,2017-12-05 06:00:00,399.3,399.31,399.3,399.31,7.499493579999999,0.009999999999990905,GREEN
1512450600,2017-12-05 06:10:00,399.3,399.31,399.31,399.3,4.02603825,-0.009999999999990905,RED
1512451200,2017-12-05 06:20:00,399.3,399.31,399.3,399.3,1.7784669000000002,0.0,RED
1512451800,2017-12-05 06:30:00,399.24,399.3,399.3,399.24,2.71619289,-0.060000000000002274,RED
1512452400,2017-12-05 06:40:00,398.55,399.22,399.22,398.55,5.261840159999999,-0.6700000000000159,RED
1512453000,2017-12-05 06:50:00,398.55,398.56,398.55,398.56,1.85169939,0.009999999999990905,GREEN
1512453600,2017-12-05 07:00:00,398.55,398.56,398.55,398.56,5.4168930799999995,0.009999999999990905,GREEN
1512454200,2017-12-05 07:10:00,398.56,399.4,398.56,399.2,5.293500750000001,0.6399999999999864,GREEN
1512454800,2017-12-05 07:20:00,399.17,399.18,399.18,399.18,0.85323001,0.0,RED
1512455400,2017-12-05 07:30:00,399.18,400.24,399.18,399.74,2.7203845199999996,0.5600000000000023,GREEN
1512456000,2017-12-05 07:40:00,399.77,399.98,399.84,399.93,0.6418,0.09000000000003183,GREEN
1512456600,2017-12-05 07:50:00,399.17,399.94,399.94,399.17,8.04560139,-0.7699999999999818,RED
1512457200,2017-12-05 08:00:00,399.0,399.18,399.18,399.16,8.63664064,-0.01999999999998181,RED
1512458400,2017-12-05 08:20:00,399.16,399.58,399.16,399.58,0.6200953300000001,0.4199999999999591,GREEN
1512459000,2017-12-05 08:30:00,399.18,399.81,399.59,399.81,7.832766759999998,0.22000000000002728,GREEN
1512459600,2017-12-05 08:40:00,399.0,399.81,399.81,399.0,26.748913100000003,-0.8100000000000023,RED
1512460200,2017-12-05 08:50:00,397.03,398.9,398.9,397.03,69.63368049000003,-1.8700000000000045,RED
1512460800,2017-12-05 09:00:00,397.0,397.03,397.03,397.02,17.458906059999997,-0.009999999999990905,RED
1512461400,2017-12-05 09:10:00,397.02,398.76,397.02,398.74,28.503423489999996,1.7200000000000273,GREEN
1512462000,2017-12-05 09:20:00,398.7,398.73,398.71,398.71,5.496668529999999,0.0,RED
1512462600,2017-12-05 09:30:00,398.7,398.71,398.71,398.7,6.881654350000001,-0.009999999999990905,RED
1512463200,2017-12-05 09:40:00,398.7,398.74,398.71,398.73,5.62794881,0.020000000000038654,GREEN
1512463800,2017-12-05 09:50:00,398.73,398.74,398.73,398.73,18.2637556,0.0,RED
