timestamp,datetime,low,high,open,close,volume,close-open,RG
1512428400,2017-12-05 00:00:00,88.0,88.03,88.02,88.02,132.82446455,0.0,RED
1512429000,2017-12-05 00:10:00,88.0,88.03,88.02,88.02,124.21932527999996,0.0,RED
1512429600,2017-12-05 00:20:00,88.03,88.03,88.03,88.03,19.24963115,0.0,RED
1512430200,2017-12-05 00:30:00,88.02,88.27,88.03,88.26,269.3150390799999,0.23000000000000398,GREEN
1512430800,2017-12-05 00:40:00,88.26,88.3,88.27,88.3,313.97107189999997,0.030000000000001137,GREEN
1512431400,2017-12-05 00:50:00,88.3,88.62,88.3,88.6,411.20378015000034,0.29999999999999716,GREEN
1512432000,2017-12-05 01:00:00,88.5,88.6,88.59,88.6,110.37869223000008,0.009999999999990905,GREEN
1512432600,2017-12-05 01:10:00,88.0,88.51,88.5,88.22,290.6320603299989,-0.28000000000000114,RED
1512433200,2017-12-05 01:20:00,88.01,88.22,88.22,88.02,34.59458360000003,-0.20000000000000284,RED
1512433800,2017-12-05 01:30:00,88.02,88.1,88.09,88.09,17.931667819999998,0.0,RED
1512434400,2017-12-05 01:40:00,88.02,88.09,88.08,88.02,12.984615219999998,-0.060000000000002274,RED
1512435000,2017-12-05 01:50:00,88.02,88.05,88.05,88.04,16.55133636,-0.009999999999990905,RED
1512435600,2017-12-05 02:00:00,88.04,88.05,88.04,88.05,3.7256790200000003,0.009999999999990905,GREEN
1512436200,2017-12-05 02:10:00,88.05,88.13,88.05,88.13,44.4800266,0.0799999999999983,GREEN
1512436800,2017-12-05 02:20:00,87.99,88.18,88.18,87.99,91.2840811499999,-0.19000000000001194,RED
1512437400,2017-12-05 02:30:00,87.99,88.23,88.01,88.23,225.30226116000003,0.21999999999999886,GREEN
1512438000,2017-12-05 02:40:00,87.96,88.13,88.09,87.96,14.420684559999993,-0.13000000000000966,RED
1512439200,2017-12-05 03:00:00,88.0,88.03,88.03,88.0,5.207343939999999,-0.030000000000001137,RED
1512439800,2017-12-05 03:10:00,88.0,88.02,88.01,88.02,15.0993756,0.009999999999990905,GREEN
1512440400,2017-12-05 03:20:00,88.02,88.03,88.02,88.02,6.70860641,0.0,RED
1512441000,2017-12-05 03:30:00,88.0,88.01,88.01,88.0,0.32512578000000003,-0.010000000000005116,RED
